animal_id,animal_type,sex,yrs,mnth,breed,color_prim,color_sec,los,intake_type,intake_subtype,intake_date,outcome_type,outcome_subtype,outcome_date
A238842,DOG,M,5,0,LABRADOR RETR,YELLOW,,10,STRAY,STRAY,1/22/18,RTO,LOST REPRT,1/23/18
A260261,CAT,N,2,5,DOMESTIC SH,TAB MAC WH,BROWN,10,TRNSFR-EXT,RESCUE GRP,1/22/18,,,
A260281,LIVESTOCK,M,0,4,POTBELLY PIG,WHITE,BLACK,9,CONFISCATE,FIRE,1/23/18,,,
A259977,CAT,N,4,6,DOMESTIC SH,BLACK,WHITE,36,STRAY,STRAY,12/27/17,,,
A259969,BIRD,U,1,0,DOVE,WHITE,,36,STRAY,STRAY,12/27/17,,,
A254217,DOG,N,3,8,PARSON RUSS TER,WHITE,BROWN,408,TRNSFR-EXT,ACO,12/20/16,,,
A255319,DOG,F,0,8.2,MIX THAT LOOKS LIKE A PIT BULL,WHITE,BROWN,310,TRNSFR-EXT,ACO,3/28/17,,,
A258548,DOG,F,6,0,MIX THAT LOOKS LIKE A STAFFORDSHIRE,BROWN,,131,TRNSFR-EXT,ACO,9/23/17,,,
A259723,CAT,S,12,0,DOMESTIC SH,CALICO,,57,TRNSFR-EXT,ACO,12/6/17,,,
A260283,LIVESTOCK,F,0,4,POTBELLY PIG,BLACK,WHITE,9,CONFISCATE,FIRE,1/23/18,,,
A259913,DOG,N,2,0,MIX THAT LOOKS LIKE A MASTIFF,BRINDLE,,42,TRNSFR-EXT,ACO,12/21/17,ADOPTION,TIER 3,1/5/18
A259980,CAT,N,3,0,DOMESTIC SH,TAB MAC WH,ORANGE,35,TRNSFR-EXT,ACO,12/28/17,ADOPTION,NEW OWNER,1/6/18
A259950,BIRD,F,3,0,CHICKEN,BLACK,,37,TRNSFR-EXT,ACO,12/26/17,DIED,AT SHELTER,1/8/18
A259893,DOG,N,8,0,CHIHUAHUA SH,BLACK,TAN,43,TRNSFR-EXT,ACO,12/20/17,ADOPTION,TIER 2,1/10/18
A259393,OTHER,F,1,0,GUINEA PIG,TRICOLOR,,79,TRNSFR-EXT,ACO,11/14/17,ADOPTION,NEW OWNER,1/11/18
A260282,LIVESTOCK,F,0,4,POTBELLY PIG,BLACK,WHITE,9,CONFISCATE,FIRE,1/23/18,,,
A259912,DOG,N,5,6,MIX THAT LOOKS LIKE A AKITA,WHITE,BROWN,42,TRNSFR-EXT,ACO,12/21/17,ADOPTION,TIER 3,1/12/18
A244283,DOG,N,3,0,MIX THAT LOOKS LIKE A PIT BULL,RED,WHITE,9,OWNER SUR,EUTH REQ,1/23/18,EUTH,OWN REQ,1/23/18
A259971,DOG,F,10,0,BOXER,TAN,WHITE,36,TRNSFR-EXT,ACO,12/27/17,TRNSFR-EXT,RESCUE GRP,1/16/18
A260284,CAT,N,3,0,DOMESTIC SH,BLACK,,9,OWNER SUR,EVALUATION,1/23/18,ADOPTION,NEW OWNER,1/27/18
A253430,BIRD,M,0,2,CHICKEN,WHITE,BLACK,468,TRNSFR-EXT,ACO,10/21/16,ADOPTION,NEW OWNER,1/21/18
A259893,DOG,N,8,0,CHIHUAHUA SH,BLACK,TAN,9,RETURN,ADOPTION,1/23/18,ADOPTION,TIER 2,1/27/18
A260285,CAT,N,0,6,DOMESTIC LH,TAB CLS WH,ORANGE,9,STRAY,STRAY,1/23/18,ADOPTION,NEW OWNER,1/27/18
A260263,CAT,N,2,0,DOMESTIC SH,TAB CLASSI,BROWN,9,STRAY,STRAY,1/23/18,,,
A260269,DOG,S,0,2.5,MIX THAT LOOKS LIKE A AUST SHEPHERD,TRICOLOR,,9,TRNSFR-EXT,RESCUE GRP,1/23/18,ADOPTION,TIER 1,1/27/18
A260270,DOG,N,0,2.5,MIX THAT LOOKS LIKE A AUST SHEPHERD,BLACK,WHITE,9,TRNSFR-EXT,RESCUE GRP,1/23/18,ADOPTION,TIER 2,1/27/18
A256093,DOG,N,4,1,MIX THAT LOOKS LIKE A LABRADOR RETR,BROWN,,261,TRNSFR-EXT,ACO,5/16/17,ADOPTION,SPEC ADOPT,1/30/18
A256095,DOG,N,4,1,MIX THAT LOOKS LIKE A LABRADOR RETR,BLACK,,261,TRNSFR-EXT,ACO,5/16/17,ADOPTION,SPEC ADOPT,1/30/18
A259732,CAT,N,0,0.1,DOMESTIC SH,TAB MACKRL,ORANGE,57,TRNSFR-EXT,ACO,12/6/17,ADOPTION,NEW OWNER,1/31/18
A259673,BIRD,F,2,0,CHICKEN,BLACK,BROWN,62,TRNSFR-EXT,ACO,12/1/17,,,
A260273,DOG,S,0,2.5,MIX THAT LOOKS LIKE A AUST SHEPHERD,TRICOLOR,,9,TRNSFR-EXT,RESCUE GRP,1/23/18,ADOPTION,NEW OWNER,1/27/18
A259729,CAT,S,8,4,DOMESTIC LH,TAB MACKRL,ORANGE,57,TRNSFR-EXT,ACO,12/6/17,,,
A259730,CAT,S,0,0.1,DOMESTIC SH,TORBIE,,57,TRNSFR-EXT,ACO,12/6/17,,,
A259731,CAT,S,0,0.1,DOMESTIC SH,TORBIE,,57,TRNSFR-EXT,ACO,12/6/17,,,
A260274,DOG,S,0,2.5,MIX THAT LOOKS LIKE A AUST SHEPHERD,TRICOLOR,,9,TRNSFR-EXT,RESCUE GRP,1/23/18,ADOPTION,NEW OWNER,1/27/18
A259631,CAT,S,10,0,DOMESTIC SH,TORTIE,,63,TRNSFR-EXT,ACO,11/30/17,,,
A260271,DOG,N,0,2.5,MIX THAT LOOKS LIKE A AUST SHEPHERD,TRICOLOR,,9,TRNSFR-EXT,RESCUE GRP,1/23/18,ADOPTION,NEW OWNER,1/27/18
A260272,DOG,S,0,2.5,MIX THAT LOOKS LIKE A AUST SHEPHERD,TRICOLOR,,9,TRNSFR-EXT,RESCUE GRP,1/23/18,ADOPTION,NEW OWNER,1/27/18
A258645,DOG,N,1,0,MIX THAT LOOKS LIKE A PIT BULL,BRINDLE,WHITE,126,TRNSFR-EXT,ACO,9/28/17,,,
A260279,DOG,S,1,0,MIX THAT LOOKS LIKE A POODLE TOY,WHITE,,9,TRNSFR-EXT,RESCUE GRP,1/23/18,ADOPTION,TIER 2,1/27/18
A259057,DOG,S,1,0,MIX THAT LOOKS LIKE A PIT BULL,TAN,WHITE,78,TRNSFR-EXT,ACO,11/15/17,,,
A252913,DOG,N,0,2.4,BEAGLE / DACHSHUND,TRICOLOR,,495,TRNSFR-EXT,RESCUE GRP,9/24/16,,,
A255085,CAT,U,0,0,DOMESTIC SH,TAB MACKRL,BROWN,328,TRNSFR-EXT,RESCUE GRP,3/10/17,,,
A258901,BIRD,M,0,5,CHICKEN,BLACK,BLACK,112,TRNSFR-EXT,RESCUE GRP,10/12/17,,,
A258897,BIRD,M,0,5,CHICKEN,BLACK,BLACK,112,TRNSFR-EXT,RESCUE GRP,10/12/17,,,
A259047,CAT,S,1,0,DOMESTIC SH,TAB TCK WH,BROWN,105,TRNSFR-EXT,RESCUE GRP,10/19/17,,,
A259327,CAT,N,1,0,HAVANA BROWN,CHOCOLATE,,84,TRNSFR-EXT,RESCUE GRP,11/9/17,,,
A259745,DOG,S,6,0,LABRADOR RETR,YELLOW,,56,TRNSFR-EXT,RESCUE GRP,12/7/17,,,
A260275,DOG,N,0,2.5,MIX THAT LOOKS LIKE A AUST SHEPHERD,TRICOLOR,,9,TRNSFR-EXT,RESCUE GRP,1/23/18,ADOPTION,NEW OWNER,1/27/18
A260276,DOG,N,0,7,MIX THAT LOOKS LIKE A MIN PINSCHER,RED,,9,TRNSFR-EXT,RESCUE GRP,1/23/18,ADOPTION,TIER 2,1/28/18
A260280,DOG,N,0,4,MIX THAT LOOKS LIKE A GERM SHEPHERD,TAN,BLACK,9,TRNSFR-EXT,RESCUE GRP,1/23/18,ADOPTION,TIER 2,1/28/18
A260277,DOG,S,1,6,MIX THAT LOOKS LIKE A CHIHUAHUA SH,TAN,WHITE,9,TRNSFR-EXT,RESCUE GRP,1/23/18,ADOPTION,TIER 2,1/31/18
A259614,CAT,N,5,0,DOMESTIC SH,TAB MACKRL,ORANGE,63,TRNSFR-EXT,RESCUE GRP,11/30/17,ADOPTION,NEW OWNER,1/2/18
A260010,CAT,N,4,0,DOMESTIC SH,BLACK,WHITE,34,TRNSFR-EXT,RESCUE GRP,12/29/17,ADOPTION,NEW OWNER,1/2/18
A260009,CAT,S,3,0,DOMESTIC LH,TORTIE,,34,TRNSFR-EXT,RESCUE GRP,12/29/17,ADOPTION,NEW OWNER,1/2/18
A260011,CAT,S,2,6,DOMESTIC SH,BLACK,WHITE,34,TRNSFR-EXT,RESCUE GRP,12/29/17,ADOPTION,NEW OWNER,1/3/18
A259815,CAT,S,0,3.5,DOMESTIC SH,TORTIE-DIL,,51,TRNSFR-EXT,RESCUE GRP,12/12/17,ADOPTION,NEW OWNER,1/5/18
A259813,CAT,S,0,3.5,DOMESTIC SH,GRAY,,51,TRNSFR-EXT,RESCUE GRP,12/12/17,ADOPTION,NEW OWNER,1/5/18
A259983,DOG,N,1,0,MIX THAT LOOKS LIKE A BEAGLE,BRINDLE,,35,TRNSFR-EXT,RESCUE GRP,12/28/17,ADOPTION,TIER 2,1/5/18
A259992,DOG,S,0,5,MIX THAT LOOKS LIKE A YORKSHIRE TERR,WHITE,BLACK,35,TRNSFR-EXT,RESCUE GRP,12/28/17,ADOPTION,TIER 1,1/5/18
A259786,DOG,N,3,0,MIX THAT LOOKS LIKE A REDBONE HOUND,RED,,52,TRNSFR-EXT,RESCUE GRP,12/11/17,ADOPTION,TIER 2,1/6/18
A259789,DOG,N,9,0,MIX THAT LOOKS LIKE A AFFENPINSCHER,BLACK,GRAY,52,TRNSFR-EXT,RESCUE GRP,12/11/17,ADOPTION,SPEC ADOPT,1/6/18
A259880,OTHER,N,0,6,REX,GRAY,WHITE,44,TRNSFR-EXT,RESCUE GRP,12/19/17,ADOPTION,NEW OWNER,1/6/18
A259987,DOG,S,1,0,MIX THAT LOOKS LIKE A BEAGLE,BLACK,WHITE,35,TRNSFR-EXT,RESCUE GRP,12/28/17,ADOPTION,TIER 2,1/6/18
A259991,DOG,S,0,5,MIX THAT LOOKS LIKE A YORKSHIRE TERR,WHITE,,35,TRNSFR-EXT,RESCUE GRP,12/28/17,ADOPTION,TIER 2,1/6/18
A259981,DOG,S,4,0,MIX THAT LOOKS LIKE A LHASA APSO,TAN,GRAY,35,TRNSFR-EXT,RESCUE GRP,12/28/17,ADOPTION,TIER 2,1/6/18
A259982,DOG,S,1,0,MIX THAT LOOKS LIKE A CHIHUAHUA SH,BLACK,TAN,35,TRNSFR-EXT,RESCUE GRP,12/28/17,ADOPTION,TIER 1,1/6/18
A259989,DOG,S,2,0,MIX THAT LOOKS LIKE A YORKSHIRE TERR,BLACK,TAN,35,TRNSFR-EXT,RESCUE GRP,12/28/17,ADOPTION,TIER 3,1/6/18
A260012,CAT,S,3,0,DOMESTIC SH,BLACK,,34,TRNSFR-EXT,RESCUE GRP,12/29/17,ADOPTION,NEW OWNER,1/6/18
A260265,BIRD,U,1,0,SPARROW-HOUSE,BROWN,,9,WILDLIFE,WILDLIFE,1/23/18,EUTH,INJURED,1/23/18
A259803,CAT,N,8,0,DOMESTIC LH,TAB MAC WH,ORANGE,51,TRNSFR-EXT,RESCUE GRP,12/12/17,ADOPTION,NEW OWNER,1/7/18
A259884,OTHER,N,3,0,NETHERLND DWARF,BLACK,GRAY,44,TRNSFR-EXT,RESCUE GRP,12/19/17,ADOPTION,NEW OWNER,1/7/18
A259999,CAT,S,6,0,DOMESTIC SH,TAB MAC WH,WHITE,35,TRNSFR-EXT,RESCUE GRP,12/28/17,ADOPTION,NEW OWNER,1/7/18
A259985,DOG,S,3,0,MIX THAT LOOKS LIKE A CHIHUAHUA LH,WHITE,BLACK,35,TRNSFR-EXT,RESCUE GRP,12/28/17,ADOPTION,TIER 1,1/7/18
A258863,DOG,S,1,3,MIX THAT LOOKS LIKE A PIT BULL,TAN,WHITE,113,TRNSFR-EXT,RESCUE GRP,10/11/17,ADOPTION,TIER 3,1/9/18
A259623,CAT,M,0,6,DOMESTIC SH,BLACK,,63,TRNSFR-EXT,RESCUE GRP,11/30/17,EUTH,SICK-OTHER,1/9/18
A259744,OTHER,S,0,9,LOP-HOLLAND,WHITE,BROWN,56,TRNSFR-EXT,RESCUE GRP,12/7/17,ADOPTION,NEW OWNER,1/9/18
A259822,CAT,S,12,0,DOMESTIC SH,TORTIE,,48,TRNSFR-EXT,RESCUE GRP,12/15/17,ADOPTION,NEW OWNER,1/9/18
A259994,OTHER,S,1,0,DUTCH,BLACK,,35,TRNSFR-EXT,RESCUE GRP,12/28/17,ADOPTION,NEW OWNER,1/9/18
A259928,CAT,S,4,0,DOMESTIC SH,TORTIE-DIL,,41,TRNSFR-EXT,RESCUE GRP,12/22/17,ADOPTION,NEW OWNER,1/10/18
A259986,DOG,N,1,0,MIX THAT LOOKS LIKE A CAIRN TERRIER,TAN,,35,TRNSFR-EXT,RESCUE GRP,12/28/17,ADOPTION,TIER 3,1/10/18
A259784,DOG,N,1,0,MIX THAT LOOKS LIKE A AUST CATTLE DOG,TRICOLOR,,52,TRNSFR-EXT,RESCUE GRP,12/11/17,ADOPTION,TIER 3,1/12/18
A259984,DOG,S,3,0,MIX THAT LOOKS LIKE A CHIHUAHUA SH,TAN,WHITE,35,TRNSFR-EXT,RESCUE GRP,12/28/17,ADOPTION,TIER 1,1/12/18
A260287,LIVESTOCK,F,0,4,POTBELLY PIG,BLACK,BLACK,8,CONFISCATE,FIRE,1/24/18,,,
A260286,LIVESTOCK,F,0,4,POTBELLY PIG,BLACK,WHITE,8,CONFISCATE,FIRE,1/24/18,,,
A260288,LIVESTOCK,F,2,0,POTBELLY PIG,BLACK,WHITE,8,CONFISCATE,FIRE,1/24/18,TRNSFR-EXT,ACO,1/24/18
A260289,LIVESTOCK,N,2,0,POTBELLY PIG,BLACK,WHITE,8,CONFISCATE,FIRE,1/24/18,TRNSFR-EXT,ACO,1/24/18
A260290,CAT,S,18,0,DOMESTIC SH,BLACK,WHITE,8,OWNER SUR,EUTH REQ,1/24/18,EUTH,OWN REQ,1/24/18
A260291,DOG,M,5,6,GERM SHEPHERD,BLACK,TAN,8,OWNER SUR,EUTH REQ,1/24/18,EUTH,OWN REQ,1/24/18
A260260,CAT,N,11,6,DOMESTIC SH,GRAY,,8,OWNER SUR,EUTH REQ,1/24/18,EUTH,OWN REQ,1/24/18
A260292,OTHER,S,0,9,RABBIT SH,BROWN,,8,TRNSFR-EXT,RESCUE GRP,1/24/18,,,
A260294,OTHER,N,0,9,RABBIT SH,WHITE,GRAY,8,TRNSFR-EXT,RESCUE GRP,1/24/18,,,
A260293,OTHER,N,0,9,RABBIT SH,BROWN,WHITE,8,TRNSFR-EXT,RESCUE GRP,1/24/18,,,
A260295,BIRD,U,1,0,HAWK-SHARP SHIN,GRAY,WHITE,8,WILDLIFE,WILDLIFE,1/24/18,TRNSFR-EXT,NEWC,1/26/18
A259787,DOG,S,1,0,MIX THAT LOOKS LIKE A GERM SHEPHERD,TAN,BLACK,52,TRNSFR-EXT,RESCUE GRP,12/11/17,ADOPTION,TIER 3,1/16/18
A258995,CAT,N,0,7,DOMESTIC SH,BLACK,WHITE,107,TRNSFR-EXT,RESCUE GRP,10/17/17,ADOPTION,NEW OWNER,1/17/18
A158427,CAT,S,3,0,HIMALAYAN,PT-CHOCOLA,,7,OWNER SUR,EUTH REQ,1/25/18,EUTH,OWN REQ,1/25/18
A260298,OTHER,N,2,6,RABBIT SH / REX,ALBINO,,7,OWNER SUR,EVALUATION,1/25/18,,,
A260302,DOG,N,0,5,BEAGLE / CAVALIER SPAN,TRICOLOR,,7,OWNER SUR,EVALUATION,1/25/18,ADOPTION,NEW OWNER,1/31/18
A260306,DOG,S,0,5,BEAGLE / CAVALIER SPAN,TRICOLOR,,7,OWNER SUR,EVALUATION,1/25/18,ADOPTION,NEW OWNER,1/31/18
A260296,CAT,U,2,6,DOMESTIC LH,BLACK,WHITE,7,STRAY,FERAL,1/25/18,TRNSFR-EXT,RESCUE GRP,1/31/18
A255913,OTHER,M,0,0.5,MOUSE-DOMESTIC,ALBINO,,272,TRNSFR-EXT,RESCUE GRP,5/5/17,ADOPTION,NEW OWNER,1/19/18
A259808,CAT,N,0,7,DOMESTIC SH,BLACK,WHITE,51,TRNSFR-EXT,RESCUE GRP,12/12/17,ADOPTION,NEW OWNER,1/20/18
A260297,CAT,N,1,0,DOMESTIC SH,BLACK,,7,STRAY,STRAY,1/25/18,,,
A260322,CAT,S,3,0,DOMESTIC SH,TAB MACKRL,BROWN,7,TRNSFR-EXT,RESCUE GRP,1/25/18,ADOPTION,NEW OWNER,1/27/18
A260310,CAT,S,0,9,DOMESTIC SH,TAB MACKRL,ORANGE,7,TRNSFR-EXT,RESCUE GRP,1/25/18,ADOPTION,NEW OWNER,1/27/18
A260321,CAT,N,1,0,DOMESTIC SH,BLACK,WHITE,7,TRNSFR-EXT,RESCUE GRP,1/25/18,ADOPTION,NEW OWNER,1/27/18
A260323,CAT,N,0,6,DOMESTIC SH,TAB MACKRL,ORANGE,7,TRNSFR-EXT,RESCUE GRP,1/25/18,ADOPTION,NEW OWNER,1/27/18
A260315,CAT,N,0,5.5,DOMESTIC SH,BLACK,,7,TRNSFR-EXT,RESCUE GRP,1/25/18,ADOPTION,NEW OWNER,1/27/18
A258885,BIRD,M,0,5,CHICKEN,BLACK,,112,TRNSFR-EXT,RESCUE GRP,10/12/17,ADOPTION,NEW OWNER,1/25/18
A259990,DOG,N,1,6,MIX THAT LOOKS LIKE A AUST CATTLE DOG,RED MERLE,,35,TRNSFR-EXT,RESCUE GRP,12/28/17,EUTH,BEH-OTHER,1/25/18
A260319,CAT,S,0,9,DOMESTIC SH,TORTIE,,7,TRNSFR-EXT,RESCUE GRP,1/25/18,ADOPTION,NEW OWNER,1/27/18
A260309,CAT,N,0,3.8,DOMESTIC SH,TAB MAC WH,GRAY,7,TRNSFR-EXT,RESCUE GRP,1/25/18,ADOPTION,NEW OWNER,1/27/18
A260313,CAT,N,0,9,DOMESTIC SH,BLACK,,7,TRNSFR-EXT,RESCUE GRP,1/25/18,ADOPTION,NEW OWNER,1/30/18
A260305,CAT,S,2,0,DOMESTIC SH,TAB MAC WH,BROWN,7,TRNSFR-EXT,RESCUE GRP,1/25/18,ADOPTION,NEW OWNER,1/31/18
A260312,CAT,N,0,11,DOMESTIC SH,BLACK,WHITE,7,TRNSFR-EXT,RESCUE GRP,1/25/18,ADOPTION,NEW OWNER,1/31/18
A260304,CAT,S,2,0,DOMESTIC SH,TORTIE,,7,TRNSFR-EXT,RESCUE GRP,1/25/18,ADOPTION,NEW OWNER,1/31/18
A260308,CAT,S,0,4,DOMESTIC SH,TAB MAC WH,BROWN,7,TRNSFR-EXT,RESCUE GRP,1/25/18,,,
A260314,CAT,S,6,0,DOMESTIC SH,GRAY,WHITE,7,TRNSFR-EXT,RESCUE GRP,1/25/18,,,
A260320,CAT,S,2,0,DOMESTIC SH,TORTIE,WHITE,7,TRNSFR-EXT,RESCUE GRP,1/25/18,,,
A260316,CAT,N,2,0,DOMESTIC SH,TAB MAC WH,BROWN,7,TRNSFR-EXT,RESCUE GRP,1/25/18,,,
A260318,CAT,N,2,0,DOMESTIC SH,BLACK,WHITE,7,TRNSFR-EXT,RESCUE GRP,1/25/18,,,
A260317,CAT,N,12,0,DOMESTIC SH,WHITE,BROWN,7,TRNSFR-EXT,RESCUE GRP,1/25/18,,,
A260334,CAT,S,16,0,DOMESTIC SH,TORBIE-DIL,WHITE,6,OWNER SUR,EUTH REQ,1/26/18,EUTH,OWN REQ,1/26/18
A260330,BIRD,F,1,0,CHICKEN,BROWN,,6,OWNER SUR,EVALUATION,1/26/18,EUTH,SICK-OTHER,1/26/18
A260333,CAT,N,0,10,DOMESTIC SH,GRAY,WHITE,6,OWNER SUR,EVALUATION,1/26/18,,,
A260331,DOG,N,0,6.5,YORKSHIRE TERR,TAN,BLACK,6,OWNER SUR,EVALUATION,1/26/18,,,
A260182,CAT,N,6,0,DOMESTIC SH,BLACK,WHITE,6,RETURN,ADOPTION,1/26/18,ADOPTION,NEW OWNER,1/28/18
A260183,CAT,N,6,0,DOMESTIC LH,GRAY,WHITE,6,RETURN,ADOPTION,1/26/18,ADOPTION,NEW OWNER,1/28/18
A260074,CAT,N,3,0,DOMESTIC LH,TAB MAC WH,BROWN,6,RETURN,ADOPTION,1/26/18,ADOPTION,NEW OWNER,1/28/18
A260325,DOG,N,9,0,MIX THAT LOOKS LIKE A SILKY TERRIER,GRAY,,6,STRAY,STRAY,1/26/18,RTO,OWNER,1/26/18
A260326,CAT,S,3,0,DOMESTIC LH,BLACK,,6,STRAY,STRAY,1/26/18,,,
A260335,DOG,S,5,0,MIX THAT LOOKS LIKE A STAFFORDSHIRE,BRINDLE,WHITE,6,TRNSFR-EXT,RESCUE GRP,1/26/18,,,
A259826,CAT,N,11,1,DOMESTIC SH,BLACK,WHITE,48,TRNSFR-EXT,RESCUE GRP,12/15/17,ADOPTION,NEW OWNER,1/29/18
A260345,BIRD,U,1,0,DOVE-MOURNING,BROWN,TAN,6,WILDLIFE,WILDLIFE,1/26/18,TRNSFR-EXT,NEWC,1/26/18
A260339,BIRD,U,1,0,TURKEY-WILD,BROWN,BLACK,6,WILDLIFE,WILDLIFE,1/26/18,TRNSFR-EXT,NEWC,1/27/18
A237325,DOG,S,0,3,PIT BULL,BRINDLE,WHITE,5,OWNER SUR,EVALUATION,1/27/18,,,
A260343,DOG,N,5,6,POMERANIAN,TAN,,5,OWNER SUR,EVALUATION,1/27/18,,,
A260348,CAT,S,0,6,DOMESTIC SH,GRAY,WHITE,5,OWNER SUR,HMHL,1/27/18,,,
A259988,DOG,S,0,8,MIX THAT LOOKS LIKE A LABRADOR RETR,TAN,,35,TRNSFR-EXT,RESCUE GRP,12/28/17,,,
A260346,CAT,S,0,2,DOMESTIC SH,TAB MAC WH,GRAY,5,OWNER SUR,HMHL,1/27/18,,,
A260347,CAT,S,0,2,DOMESTIC SH,TAB MAC WH,GRAY,5,OWNER SUR,HMHL,1/27/18,,,
A259883,OTHER,S,2,0,NEW ZEALAND WHT,WHITE,,5,RETURN,ADOPTION,1/27/18,,,
A260341,CAT,N,6,6,DOMESTIC SH,BLACK,,5,STRAY,FERAL,1/27/18,RTF,UNADPTBLE,1/31/18
A260340,CAT,S,5,6,DOMESTIC SH,BLACK,,5,STRAY,FERAL,1/27/18,RTF,UNADPTBLE,1/31/18
A260350,CAT,N,0,7,DOMESTIC LH,BLACK,WHITE,5,STRAY,STRAY,1/27/18,,,
A260344,CAT,S,2,0,DOMESTIC SH,WHITE,BLACK,5,STRAY,STRAY,1/27/18,,,
A260332,DOG,N,7,0,MIX THAT LOOKS LIKE A CHIHUAHUA SH,BLACK,BROWN,5,TRNSFR-EXT,ACO,1/27/18,,,
A260336,CAT,N,1,0,DOMESTIC LH,BLACK,WHITE,5,TRNSFR-EXT,ACO,1/27/18,,,
A260337,CAT,S,3,0,DOMESTIC SH,BLACK,,5,TRNSFR-EXT,ACO,1/27/18,,,
A260351,CAT,S,17,0,DOMESTIC LH,TAB MACKRL,BROWN,4,OWNER SUR,EUTH REQ,1/28/18,EUTH,OWN REQ,1/28/18
A260329,DOG,S,5,0,POODLE STND / LABRADOR RETR,CREAM,,4,STRAY,STRAY,1/28/18,RTO,TAG,1/28/18
A260356,CAT,N,0,9,DOMESTIC SH,BUFF,TAB MACKRL,4,STRAY,STRAY,1/28/18,ADOPTION,NEW OWNER,1/31/18
A260353,CAT,N,0,7,DOMESTIC SH,GRAY,TAB MAC WH,4,STRAY,STRAY,1/28/18,,,
A260352,CAT,S,2,0,DOMESTIC SH,CALICO-DIL,,4,STRAY,STRAY,1/28/18,,,
A260355,CAT,N,0,9,DOMESTIC SH,BROWN,TAB MACKRL,4,STRAY,STRAY,1/28/18,,,
A260357,CAT,N,0,9,DOMESTIC SH,ORANGE,TAB MAC WH,4,STRAY,STRAY,1/28/18,,,
A260354,CAT,N,0,9,DOMESTIC SH,BROWN,TAB MAC WH,4,STRAY,STRAY,1/28/18,,,
A260359,DOG,S,6,0,AMER ESKIMO,WHITE,,3,CONFISCATE,JAIL,1/29/18,,,
A260360,CAT,N,2,0,DOMESTIC SH,BLACK,,3,CONFISCATE,JAIL,1/29/18,,,
A260372,DOG,N,7,0,ENG SPRNGR SPAN,LIVER,WHITE,2,OWNER SUR,EVALUATION,1/30/18,,,
A259809,CAT,N,1,6,DOMESTIC LH,BLACK,WHITE,2,OWNER SUR,EVALUATION,1/30/18,,,
A260364,CAT,S,8,6,DOMESTIC SH,TAB CLS WH,BROWN,2,OWNER SUR,EVALUATION,1/30/18,,,
A259778,DOG,N,0,9,MIX THAT LOOKS LIKE A LABRADOR RETR,BLACK,,52,TRNSFR-EXT,RESCUE GRP,12/11/17,,,
A260270,DOG,N,0,2.5,MIX THAT LOOKS LIKE A AUST SHEPHERD,BLACK,WHITE,2,RETURN,ADOPTION,1/30/18,,,
A260071,CAT,N,2,6,DOMESTIC SH,TAB SPOT,BROWN,2,RETURN,ADOPTION,1/30/18,,,
A260363,CAT,S,2,5,DOMESTIC SH,TORBIE,,2,TRNSFR-EXT,VET CLINIC,1/30/18,,,
A260361,BIRD,U,2,0,OWL-GRT HORNED,BROWN,,2,WILDLIFE,WILDLIFE,1/30/18,TRNSFR-EXT,NEWC,1/30/18
A260388,CAT,N,0,2,DOMESTIC SH,TAB MACKRL,BROWN,1,OWNER SUR,EVALUATION,1/31/18,,,
A260383,DOG,N,1,0,MIX THAT LOOKS LIKE A DACHSHUND,WHITE,BLACK,1,OWNER SUR,EVALUATION,1/31/18,,,
A259725,DOG,S,1,0,MIX THAT LOOKS LIKE A PIT BULL,BRINDLE,WHITE,1,RETURN,ADOPTION,1/31/18,,,
A260382,CAT,S,7,0,DOMESTIC SH,TAB CLS WH,BROWN,1,TRNSFR-EXT,ACO,1/31/18,,,
A260381,DOG,N,1,0,MIX THAT LOOKS LIKE A MASTIFF,BRINDLE,,1,TRNSFR-EXT,ACO,1/31/18,,,
A260379,CAT,N,0,10,DOMESTIC SH,TAB MAC WH,ORANGE,1,TRNSFR-EXT,RESCUE GRP,1/31/18,,,
A260373,CAT,S,1,1,DOMESTIC SH,TAB CLASSI,ORANGE,1,TRNSFR-EXT,RESCUE GRP,1/31/18,,,
A260375,CAT,S,2,0,DOMESTIC SH,TAB MAC WH,BROWN,1,TRNSFR-EXT,RESCUE GRP,1/31/18,,,
A260377,CAT,N,0,8,DOMESTIC SH,BLACK,,1,TRNSFR-EXT,RESCUE GRP,1/31/18,,,
A260378,CAT,N,0,9,DOMESTIC SH,BUFF,,1,TRNSFR-EXT,RESCUE GRP,1/31/18,,,
A260374,CAT,S,5,0,DOMESTIC SH,TORTIE-DIL,,1,TRNSFR-EXT,RESCUE GRP,1/31/18,,,
A260376,CAT,S,5,0,DOMESTIC SH,TAB MAC WH,ORANGE,1,TRNSFR-EXT,RESCUE GRP,1/31/18,,,
A260386,CAT,N,1,6,DOMESTIC SH,TAB MAC WH,BUFF,1,TRNSFR-EXT,VET CLINIC,1/31/18,,,
